Filename,Species,Call_clarity,Song_Call_Alarm,BirdNET_correct,If_BirdNET_incorrect_true_species,Confidence,Reason_for_misidentifcation,Comments
bucmot2_32,Lesson's Motmot,Very Low,Call,Yes,NA,High,Very low amplitude,Call can be heard if it is amplified.
bucmot2_33,Lesson's Motmot,Very Low,Call,Yes,NA,High,Very low amplitude,Call can be heard if it is amplified. Una segunda especie: Pheugopedius maculipectus
bucmot2_34,Lesson's Motmot,Very Low,Call,Yes,NA,High,Very low amplitude,Call can be heard if it is amplified.
bucmot2_35,Lesson's Motmot,Very Low,Call,Yes,NA,High,Very low amplitude,Call can be heard if it is amplified.
bucmot2_36,Lesson's Motmot,Very Low,Call,Yes,NA,High,Very low amplitude,Call can be heard if it is amplified.
bucmot2_37,Lesson's Motmot,Very Low,Call,Yes,NA,High,Very low amplitude,Call can be heard if it is amplified.
bucmot2_38,Lesson's Motmot,Medium,Call,Yes,NA,High,Medium amplitude,Call can be heard if it is amplified.
bucmot2_39,Lesson's Motmot,Very Low,Call,Yes,NA,High,Very low amplitude,Call can be heard if it is amplified.
bucmot2_40,Lesson's Motmot,Very Low,Call,Yes,NA,High,Very low amplitude,Call can be heard if it is amplified. Segunda especie: Saltator atricpes
bucmot2_41,Lesson's Motmot,Very Low,Call,Yes,NA,High,Very low amplitude,Call can be heard if it is amplified. Segunda especie: Saltator atricpes
bucmot2_42,Lesson's Motmot,Very Low,Call,Yes,NA,High,Very low amplitude,Call can be heard if it is amplified.
bucmot2_43,Lesson's Motmot,Very Low,Call,Yes,NA,High,Very low amplitude,Call can be heard if it is amplified.
bucmot2_44,Lesson's Motmot,Very Low,Call,Yes,NA,High,Very low amplitude,Call can be heard if it is amplified.
bucmot2_45,Lesson's Motmot,Medium,Call,Yes,NA,High,Medium amplitude,Call can be heard if it is amplified. 
bucmot2_46,Lesson's Motmot,Very Low,Call,Yes,NA,High,Very low amplitude,Call can be heard if it is amplified. Segunda especie: Pheugopedius maculipectus
bucmot2_47,Lesson's Motmot,Very Low,Call,Yes,NA,High,Very low amplitude,Call can be heard if it is amplified. Segunda especie:  Pheugopedius maculipectus
bucmot2_48,Lesson's Motmot,Very Low,Call,Yes,NA,High,Very low amplitude,Call can be heard if it is amplified. Segunda especie:  Megarhynchus pitangua
bucmot2_49,Lesson's Motmot,Very Low,Call,Yes,NA,High,Very low amplitude,Call can be heard if it is amplified.
bucmot2_50,Lesson's Motmot,Very Low,Call,Yes,NA,High,Very low amplitude,Call can be heard if it is amplified.
butsal1_01,Buff-throated Saltator,Very Low,Call,??,??,??,Very low amplitude,The call can not be heard if it is amplified. Muy difícil porque no se escucha nada. Especie fuera de rango
butsal1_02,Buff-throated Saltator,Low,Call,??,Turdus,Low,Low amplitude,Call can be heard if it is amplified. 
butsal1_03,Buff-throated Saltator,Very Low,Call,??,Turdus,Low,Very low amplitude,Call can not be heard if it is amplified. 
butsal1_04,Buff-throated Saltator,Very Low,Call,??,??,??,Very low amplitude,Call can NOT be heard if it is amplified. 
butsal1_05,Buff-throated Saltator,Very Low,Call,??,??,??,Very low amplitude,Call can NOT be heard if it is amplified. 
butsal1_06,Buff-throated Saltator,Very Low,Song,No,Turdus grayi,High,Very low amplitude,Call can be heard if it is amplified. 
butsal1_07,Buff-throated Saltator,Very Low,Call,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
butsal1_08,Buff-throated Saltator,Very Low,Song,??,Turdus,Low,Very low amplitude,The call can be heard if its amplified.
butsal1_09,Buff-throated Saltator,Very Low,Call,??,??,??,Very low amplitude,The call can NOT be heard if it is amplified.
butsal1_10,Buff-throated Saltator,Very Low,Call,??,??,??,Very low amplitude,The call can NOT be heard if it is amplified.
butsal1_11,Buff-throated Saltator,Very Low,song,??,Turdus,Medium,Very low amplitude,The call can be heard if it is amplified.
butsal1_12,Buff-throated Saltator,Very Low,Call,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
butsal1_13,Buff-throated Saltator,Very Low,Call,??,Maybe a Flycatcher,Low,Very low amplitude,The call can not be heard if it is amplified.
butsal1_14,Buff-throated Saltator,Very Low,Call,??,Maybe a Flycatcher,Low,Very low amplitude,The call can be heard if it is amplified.
butsal1_15,Buff-throated Saltator,Very Low,Song,??,Henicorhina?,Low,Very low amplitude,The call can not be heard if it is amplified.
butsal1_16,Buff-throated Saltator,Very Low,Song,??,Henicorhina?,Low,Very low amplitude,The call can be heard if it is amplified.
butsal1_17,Buff-throated Saltator,Very Low,Call,??,Piranga?,Low,Very low amplitude,The call can be heard if it is amplified.
butsal1_18,Buff-throated Saltator,Very Low,Call,??,Maybe Emnpidonax,Low,Very low amplitude,The call only can be heard if it is amplified.
butsal1_19,Buff-throated Saltator,Very Low,Call,??,Maybe Emnpidonax,Low,Very low amplitude,The call only can be heard if it is amplified.
butsal1_20,Buff-throated Saltator,Very Low,Call,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
butsal1_21,Buff-throated Saltator,Very Low,Song,??,Turdus,Low,Very low amplitude,The call can be heard if it is amplified. Parece haber una segunda especie no identificada
butsal1_22,Buff-throated Saltator,Very Low,Call,??,Empídonax,Low,Very low amplitude,The call can be heard if it is amplified. 
butsal1_23,Buff-throated Saltator,Very Low,Call,??,??,??,Very low amplitude,The call can nor be heard if it is amplified. 
butsal1_24,Buff-throated Saltator,Very Low,Call,??,Maybe a Parulidae or Empidonax,Low,Very low amplitude,The call can be heard if it is amplified. 
butsal1_25,Buff-throated Saltator,Very Low,Song,??,Icterus,Low,Very low amplitude,The call can be heard if it is amplified. 
butsal1_26,Buff-throated Saltator,Very Low,Call,??,Bombycilla?,Low,Very low amplitude,The call can be heard if it is amplified. 
butsal1_27,Buff-throated Saltator,Very Low,Call,??,??,??,Very low amplitude,The call can NOT be heard if it is amplified. 
butsal1_28,Buff-throated Saltator,Very Low,Song,??,Catharus/Turdus/H. maculipectus,Low,Very low amplitude,The call can be heard if it is amplified. 
butsal1_29,Buff-throated Saltator,Very Low,Call,??,Parulidae/Empidonax,Low,Very low amplitude,The call can be heard if it is amplified. 
butsal1_30,Buff-throated Saltator,Very Low,Call,??,Parulidae,Low,Very low amplitude,The call can be heard if it is amplified. 
butsal1_31,Buff-throated Saltator,Very Low,Call,??,Parulidae,Low,Very low amplitude,The call can be heard if it is amplified. 
butsal1_32,Buff-throated Saltator,Very Low,Call,??,??,??,Very low amplitude,The call can not be heard if it is amplified. 
butsal1_33,Buff-throated Saltator,Very Low,Call,??,??,??,Very low amplitude,The call can not be heard if it is amplified. 
butsal1_34,Buff-throated Saltator,Very Low,Call,??,Henicorhina?,Low,Very low amplitude,The call can be heard if it is amplified. 
butsal1_35,Buff-throated Saltator,Very Low,Song,??,Turdus/Henicorhina,Low,Very low amplitude,The call can be heard if it is amplified. 
butsal1_36,Buff-throated Saltator,Very Low,Call,??,??,??,Very low amplitude,The call can not be heard if it is amplified. 
butsal1_37,Buff-throated Saltator,Very Low,Song,No,Turdus/Icterus,High,Very low amplitude,The call can be heard if it is amplified. 
butsal1_38,Buff-throated Saltator,Very Low,Song,No,Turdus grayi/Parulidae,High/low,Very low amplitude,The call can be heard if it is amplified. Probablemente también un Parulidae
butsal1_39,Buff-throated Saltator,Very Low,Call,??,Parulidae,Low,Very low amplitude,The call can be heard if it is amplified. Probablemente una Leptotila
butsal1_40,Buff-throated Saltator,Very Low,Call,??,Parulidae,Low,Very low amplitude,The call can be heard if it is amplified. Probablemente un Parulidae
butsal1_41,Buff-throated Saltator,Very Low,Call,??,Parulidae/Tyrannidae,Low,Very low amplitude,The call can be heard if it is amplified. Probablemente un Parulidae
butsal1_42,Buff-throated Saltator,Very Low,Call/Song,??,Parulidae/Troglodytidae,Low,Very low amplitude,The call can be heard if it is amplified. Probablemente dos especies
butsal1_43,Buff-throated Saltator,Very Low,Call,??,Parulidae,Low,Very low amplitude,The call can be heard if it is amplified. 
butsal1_44,Buff-throated Saltator,Very Low,Call,??,??,??,Very low amplitude,The call can not be heard if it is amplified. 
butsal1_45,Buff-throated Saltator,Very Low,Call/song,??,Micrastur/Catharus/Turdus,Medium,Very low amplitude,The call can be heard if it is amplified. 
butsal1_46,Buff-throated Saltator,Very Low,Call,??,Bombycilla?,Low,Very low amplitude,The call can not be heard if it is amplified. 
butsal1_47,Buff-throated Saltator,Low,Song,No,Turdus grayi,High,Very low amplitude,The call can be heard if it is amplified. 
butsal1_48,Buff-throated Saltator,Very Low,Call,??,Bombycilla?,Low,Very low amplitude,The call can NOT be heard if it is amplified. 
butsal1_49,Buff-throated Saltator,Very Low,Call,??,Parulidae/empidonax?,Low,Very low amplitude,The call can not be heard if it is amplified. 
butsal1_50,Buff-throated Saltator,Very Low,Song,No,Turdus grayi,Medium,Very low amplitude,The call can be heard if it is amplified. 
ccbfin_01,Chestnut-capped Brushfinch,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can not be heard if it is amplified. NOTA: Los cortes aceptados como correctos están basados en la estructura similar del canto aunque no se escuchen.
ccbfin_02,Chestnut-capped Brushfinch,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can not be heard if it is amplified. 
ccbfin_03,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified. 
ccbfin_04,Chestnut-capped Brushfinch,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified. 
ccbfin_05,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified. 
ccbfin_06,Chestnut-capped Brushfinch,Very Low,??,??,??,??,Very low amplitude,The call can not be heard if it is amplified.  No hay ninguna señal visible.
ccbfin_07,Chestnut-capped Brushfinch,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
ccbfin_08,Chestnut-capped Brushfinch,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_09,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_10,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_11,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_12,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_13,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified. No hay ninguna señal visible.
ccbfin_14,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_15,Chestnut-capped Brushfinch,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_16,Chestnut-capped Brushfinch,Very Low,Song,Yes,N,Low,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_17,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_18,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified. Ninguna señal visible.
ccbfin_19,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_20,Chestnut-capped Brushfinch,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_21,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_22,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_23,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_24,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_25,Chestnut-capped Brushfinch,Low,Song,??,??,??,Low amplitude,The call can not be heard if it is amplified.
ccbfin_26,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_27,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_28,Chestnut-capped Brushfinch,Low,Song,Yes,NA,Medium,Low amplitude,The call can not be heard if it is amplified.
ccbfin_29,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_30,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_31,Chestnut-capped Brushfinch,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_32,Chestnut-capped Brushfinch,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_33,Chestnut-capped Brushfinch,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_34,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_35,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_36,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified. Ninguna señal visible.
ccbfin_37,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified. Ninguna señal visible.
ccbfin_38,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_39,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_40,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified.
ccbfin_41,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can not be heard if it is amplified. Ninguna señal visible.
ccbfin_42,Chestnut-capped Brushfinch,Medium,Song,No,Troglodytes aedon musculus,Low,Medium amplitude,The call can not be hard if it is amplified.
ccbfin_43,Chestnut-capped Brushfinch,Very Low,??,??,??,??,Very low amplitude,The call can not be hard if it is amplified. Ninguna señal visible
ccbfin_44,Chestnut-capped Brushfinch,Very Low,Song,Yes,NA,Low,Very low amplitude,The call can  not be hard if it is amplified.
ccbfin_45,Chestnut-capped Brushfinch,Very Low,Song,Yes,NA,Low,Very low amplitude,The call can  not be hard if it is amplified.
ccbfin_46,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can  be hard if it is amplified.
ccbfin_47,Chestnut-capped Brushfinch,Very Low,??,??,??,??,Very low amplitude,The call can  not be hard if it is amplified. Ninguna señal visible
ccbfin_48,Chestnut-capped Brushfinch,Very Low,Song,Yes,NA,Low,Very low amplitude,The call can  not be hard if it is amplified.
ccbfin_49,Chestnut-capped Brushfinch,Very Low,Song,??,??,??,Very low amplitude,The call can  not be hard if it is amplified.
ccbfin_50,Chestnut-capped Brushfinch,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can  not be hard if it is amplified.
clcrob_01,Clay-colored Thrush,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
clcrob_02,Clay-colored Thrush,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
clcrob_03,Clay-colored Thrush,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
clcrob_04,Clay-colored Thrush,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
clcrob_05,Clay-colored Thrush,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
clcrob_06,Clay-colored Thrush,Medium,call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
clcrob_07,Clay-colored Thrush,Medium,call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
clcrob_08,Clay-colored Thrush,High,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
clcrob_09,Clay-colored Thrush,High,call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
clcrob_10,Clay-colored Thrush,High,call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
clcrob_11,Clay-colored Thrush,Low,call,Yes,NA ,High,Low amplitude,The call can be heard if it is amplified.
clcrob_12,Clay-colored Thrush,High,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
clcrob_13,Clay-colored Thrush,Medium,call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
